,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q2 2024,5652,740.46,0.03,0.017,607386,477204,130182,4.07,108072,33.68,5.01,0.77,1.05%,5.10%,2.97%,5.58%,6806,2024-06-30 00:00:00,1.405,6806
Q1 2024,5592,1388,0.06,-,628123,497147,130976,4.08,112394,26.04,4.94,0.79,0.30%,1.45%,3.84%,-,6806,2024-03-31 00:00:00,1.31,6806
Q4 2023,5148,258.94,0.01,0.056,635437,506643,128794,4.00,113789,22.42,4.90,0.80,0.48%,2.40%,4.46%,4.58%,6806,2023-12-31 00:00:00,1.348,6806
Q3 2023,3698,599.66,0.02,-,612973,487966,125007,3.98,108431,35.36,5.46,0.81,1.30%,6.84%,2.83%,-,6806,2023-09-30 00:00:00,1.405,6806
Q2 2023,6553,1737,0.07,-,638777,515949,122828,3.95,116258,33.89,5.38,0.88,1.41%,7.46%,2.95%,-,6806,2023-06-30 00:00:00,1.424,6806
Q1 2023,5688,2011,0.08,-,632689,513411,119278,3.89,111123,26.08,4.57,0.82,-0.91%,-4.76%,3.83%,-,6806,2023-03-31 00:00:00,1.384,6806
Q4 2022,2557,-1490,-0.06,0.030,613117,496437,116680,3.80,105029,-,4.56,0.80,0.58%,3.20%,3.00%,2.52%,6806,2022-12-31 00:00:00,1.347,6806
Q3 2022,5200,917.24,0.04,-,617169,498511,118658,3.87,99189,14.34,3.34,0.76,1.61%,9.28%,6.97%,-,6806,2022-09-30 00:00:00,1.189,6806
Q2 2022,7854,2291,0.09,-,624958,516988,107970,3.83,117204,12.14,3.27,0.93,0.74%,4.19%,8.23%,-,6806,2022-06-30 00:00:00,1.468,6806
Q1 2022,4751,1071,0.04,-,619863,511901,107962,3.84,126320,12.72,3.40,0.95,1.41%,7.97%,7.86%,-,6806,2022-03-31 00:00:00,1.509,6806
Q4 2021,9086,1989,0.08,0.100,601011,493957,107055,3.80,146390,12.69,3.51,1.11,-,-,7.88%,7.49%,6806,2021-12-31 00:00:00,1.639,6806
Q3 2021,8871,2889,0.12,-,570372,470106,100265,3.94,154892,14.83,3.92,1.28,-,-,6.74%,-,6806,2021-09-30 00:00:00,1.777,6806
Q2 2021,7341,2090,0.08,-,-,-,-,-,132052,13.31,3.42,-,1.98%,10.76%,7.52%,-,6806,2021-06-30 00:00:00,1.794,6806
Q1 2021,8641,2431,0.10,-,499976,407725,92251,3.62,129530,13.30,3.62,1.18,1.06%,5.69%,7.52%,-,6806,2021-03-31 00:00:00,1.782,6806
Q4 2020,7830,1237,0.05,0.100,491124,401034,90091,3.53,146870,15.92,4.24,1.37,2.21%,11.52%,6.28%,6.55%,6806,2020-12-31 00:00:00,1.847,6806
Q3 2020,8318,2494,0.10,-,472844,383932,88912,3.49,141728,16.54,4.18,1.40,1.94%,9.64%,6.05%,-,6806,2020-09-30 00:00:00,1.684,6806
Q2 2020,5356,2047,0.08,-,441634,355334,86300,3.38,130219,18.07,4.36,1.38,1.99%,9.33%,5.53%,-,6806,2020-06-30 00:00:00,1.691,6806
Q1 2020,7645,1987,0.08,-,416188,329667,86522,3.39,113334,17.67,3.92,1.20,1.05%,4.76%,5.66%,-,6806,2020-03-31 00:00:00,1.438,6806
Q4 2019,,,,,,,,,,,,,,,,,6806,2019-12-31 00:00:00,1.857,6806
Q3 2024,45379,4141,0.30,-,344551,306569,37982,2.44,123086,-233.43,0.68,2.93,-0.16%,-17.85%,-0.43%,-,753,2024-09-30 00:00:00,4.34,0753
Q2 2024,42705,-1104,-0.07,-,345400,311552,33849,2.20,110277,-,0.64,3.03,-0.64%,-22.77%,-0.37%,-,753,2024-06-30 00:00:00,3.63,0753
Q1 2024,40066,-1674,-0.11,-,341317,306277,35040,2.25,110913,-,0.66,2.92,-2.33%,-30.07%,0.20%,-,753,2024-03-31 00:00:00,3.8,0753
Q4 2023,35623,-1838,-0.13,-,335303,300015,35288,2.30,116649,-,0.75,3.00,2.87%,58.98%,-0.99%,-,753,2023-12-31 00:00:00,4.94,0753
Q3 2023,41794,4238,0.25,-,338865,300839,38026,2.41,125057,-11.98,1.00,3.06,1.59%,-9.90%,-8.35%,-,753,2023-09-30 00:00:00,5.29,0753
