Quarter,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q2 2024,549939,63909,189.88,-,14028254,6601722,7426532,17950.38,9467761,15.47,3.47,1.27,7.04%,14.36%,6.47%,-,HDG,6/30/2024 0:00,28.15,HDG
Q1 2024,847796,221348,658.12,-,14259782,6766692,7493091,18250.79,8943388,15.32,3.22,1.19,8.43%,18.69%,6.53%,-,HDG,3/31/2024 0:00,26.18,HDG
Q4 2023,869382,242526,720.92,454.546,14438352,7209604,7228748,17592.66,8438889,12.69,2.92,1.17,3.88%,5.72%,7.88%,1.84%,HDG,12/31/2023 0:00,24.71,HDG
Q3 2023,459564,84402,250.95,-,14528798,7507011,7021787,17023.67,8607055,13.34,2.77,1.23,4.10%,4.43%,7.50%,-,HDG,9/30/2023 0:00,25.2,HDG
Q2 2023,604543,35416,104.9,-,14386256,7475688,6910567,16736.06,9466248,11.66,2.71,1.37,9.02%,21.25%,8.58%,-,HDG,6/30/2023 0:00,27.72,HDG
Q1 2023,955895,302733,900.1,-,14748740,7843577,6905163,16667.54,7448250,6.45,1.93,1.08,8.82%,19.80%,15.49%,-,HDG,3/31/2023 0:00,21.81,HDG
Q4 2022,1088845,222852,662.28,-,15104924,8556913,6548012,15767.81,7680625,7.01,2.14,1.17,7.05%,19.80%,14.26%,-,HDG,12/31/2022 0:00,22.49,HDG
Q3 2022,837498,251129,746.67,-,15869874,9405057,6464818,15748.6,9955460,7.23,2.61,1.54,10.01%,29.50%,14.06%,-,HDG,9/30/2022 0:00,29.15,HDG
Q2 2022,970789,377377,1122.03,-,15742391,9678513,6063878,14563.19,11516893,8.51,3.19,1.9,6.61%,21.32%,11.96%,-,HDG,6/30/2022 0:00,33.72,HDG
Q1 2022,684058,244259,726.24,-,15985827,10281251,5704576,13661,14268717,14.33,4.59,2.5,13.85%,48.28%,7.14%,-,HDG,3/31/2022 0:00,41.77,HDG
Q4 2021,1323503,526690,1554.16,606.061,15891544,10501214,5390330,13375.99,13057768,12.17,3.46,2.42,6.21%,21.83%,8.40%,1.55%,HDG,12/31/2021 0:00,39.13,HDG
Q3 2021,633178,228788,706.16,-,15266200,10468296,4797905,11769.38,9490640,12.42,2.62,1.98,2.83%,7.34%,8.27%,-,HDG,9/30/2021 0:00,28.44,HDG
Q2 2021,466892,18871,61.78,-,14889662,10600309,4289353,10735.41,6741818,10.16,1.76,1.57,10.35%,38.56%,10.15%,-,HDG,6/30/2021 0:00,21.43,HDG
Q1 2021,1353863,322148,1054.62,-,14053353,9699153,4354200,10930.78,6664681,6.07,1.26,1.53,8.33%,29.54%,16.79%,-,HDG,3/31/2021 0:00,21.18,HDG
Q4 2020,1168685,214713,635.24,505.05,13878648,9901227,3977421,9876.21,6032153,6.29,1.21,1.52,5.46%,19.55%,16.23%,2.69%,HDG,12/31/2020 0:00,18.75,HDG
Q3 2020,839546,128449,420.59,-,13622519,9705860,3916659,9743.67,3840636,3.76,0.77,0.98,13.38%,60.32%,27.18%,-,HDG,9/30/2020 0:00,11.94,HDG
Q2 2020,1908635,453785,1485.87,-,13638912,9885721,3753191,9295.98,2969166,2.63,0.55,0.79,6.56%,27.86%,38.76%,-,HDG,6/30/2020 0:00,9.23,HDG
Q1 2020,1081711,182195,596.57,-,14232302,10804235,3428067,8491.96,1945838,2.22,0.43,0.57,Upgrade,Upgrade,46.19%,-,HDG,3/31/2020 0:00,6.05,HDG
Q4 2019,,,,,,,,,,,,,,,,,HDG,12/31/2019 0:00,11.07,HDG
Q3 2024,2934146,364974,1025,-,18828814,8704419,10124396,21105.2,9950553,9.42,0.88,0.98,8.64%,16.43%,11.19%,-,PVT,9/30/2024 0:00,27.95,PVT
Q2 2024,2994254,300261,844.01,-,17566534,8193202,9373332,19745.3,10181961,10.83,0.93,1.09,6.35%,12.80%,9.80%,-,PVT,6/30/2024 0:00,28.29,PVT
Q1 2024,2536123,218940,614.97,-,17601984,8250792,9351192,19780.07,9272608,9.65,0.92,0.99,4.86%,11.91%,10.97%,-,PVT,3/31/2024 0:00,25.76,PVT
Q4 2023,2847267,228974,483.37,272.727,17489953,8459559,9030395,19130.5,8544393,9.33,0.89,0.95,6.56%,15.03%,11.38%,1.15%,PVT,12/31/2023 0:00,23.74,PVT
Q3 2023,2550625,249189,700,-,16965203,8290010,8675193,20172.36,9159330,9.92,1,1.06,7.30%,19.78%,10.63%,-,PVT,9/30/2023 0:00,25.45,PVT
Q2 2023,2120748,320326,990.08,-,15152354,6734696,8417659,17785.09,7492526,7.93,0.84,0.89,4.05%,11.05%,13.29%,-,PVT,6/30/2023 0:00,20.58,PVT
Q1 2023,2037339,173955,447.66,-,14175965,5925914,8250051,17370.66,6699581,8.07,0.74,0.81,6.25%,16.58%,13.14%,-,PVT,3/31/2023 0:00,18.4,PVT
Q4 2022,2438545,230305,505.94,272.727,14251653,6237594,8014059,16859.62,7120327,8.82,0.79,0.89,5.57%,20.60%,12.04%,1.39%,PVT,12/31/2022 0:00,19.56,PVT
Q3 2022,2330409,270796,760.91,-,14250132,6615342,7634790,16047.9,6343564,8.12,0.72,0.83,6.18%,13.84%,12.90%,-,PVT,9/30/2022 0:00,17.42,PVT
Q2 2022,2256738,205040,652.66,-,13770951,6412530,7358421,15468.77,6537755,10.81,0.8,0.89,4.68%,11.01%,9.82%,-,PVT,6/30/2022 0:00,17.96,PVT
Q1 2022,2021670,151198,379.7,-,12820962,5658386,7162575,15033.56,8317837,12.37,1.07,1.16,4.91%,13.63%,8.53%,-,PVT,3/31/2022 0:00,22.85,PVT
Q4 2021,2172470,191359,433.06,-,12493220,5530022,6963198,14591.65,7799995,12.53,1.05,1.12,4.05%,9.48%,8.46%,-,PVT,12/31/2021 0:00,21.42,PVT
Q3 2021,1679694,94300,264.55,-,12984836,6345805,6639031,14005.93,7476344,9.88,1.01,1.13,6.13%,19.52%,10.58%,-,PVT,9/30/2021 0:00,19.78,PVT
Q2 2021,1891290,272667,860.44,-,12451858,6176074,6275784,13268.7,6796676,8.82,0.89,1.08,4.48%,8.72%,11.85%,-,PVT,6/30/2021 0:00,17.98,PVT
Q1 2021,1716780,101430,256.87,-,11379499,4925852,6453647,14106.42,5518254,8.05,0.73,0.86,7.24%,25.36%,13.06%,-,PVT,3/31/2021 0:00,14.6,PVT
Q4 2020,2132411,322947,808.88,909.091,11099396,4776996,6322400,13785.59,4531117,7.07,0.61,0.72,4.66%,11.35%,14.92%,7.58%,PVT,12/31/2020 0:00,11.99,PVT
Q3 2020,1855603,108438,304.35,-,11216316,5215378,6000937,13147.67,3785370,7.41,0.53,0.63,3.51%,13.91%,14.57%,-,PVT,9/30/2020 0:00,9.74,PVT
Q2 2020,1829484,187610,515.75,-,11136247,5192635,5943613,12889.14,2983266,5.51,0.42,0.5,3.98%,5.48%,19.52%,-,PVT,6/30/2020 0:00,7.68,PVT
Q1 2020,1565197,57090,164.15,-,11214439,5397051,5817388,12604.58,2209305,3.95,0.3,0.38,Upgrade,Upgrade,27.17%,-,PVT,3/31/2020 0:00,5.69,PVT
Q4 2019,,,,,,,,,,,,,,,,,PVT,12/31/2019 0:00,12.17,PVT
Q3 2024,2116747,130078,369.37,-,7279034,4005505,3273530,12346.54,8266174,31.31,1.1,2.53,2.46%,10.05%,3.92%,-,CMG,9/30/2024 0:00,45.77,CMG
Q2 2024,1785738,67532,300.32,-,6900069,3664984,3235085,12138.78,7197625,29.31,0.94,2.22,3.63%,12.29%,4.25%,-,CMG,6/30/2024 0:00,54.95,CMG
Q1 2024,1771468,83918,542.81,-,6973847,3802847,3171000,11894.63,6957537,29.2,0.9,2.19,1.96%,6.34%,4.52%,-,CMG,3/31/2024 0:00,35.99,CMG
Q4 2023,1830811,42906,101.78,-,6561871,3439129,3122743,11726.55,7644783,29.95,1,2.45,4.98%,16.58%,4.06%,-,CMG,12/31/2023 0:00,39.19,CMG
Q3 2023,2302108,111603,530.76,-,6922756,3847108,3075648,11567.58,7640159,31.51,1,2.48,4.03%,12.40%,3.94%,-,CMG,9/30/2023 0:00,33.7,CMG
Q2 2023,1821449,76106,200.78,-,6494104,3550473,2943631,11034.01,6870066,29.97,0.96,2.33,4.14%,13.28%,4.19%,-,CMG,6/30/2023 0:00,32.57,CMG
Q1 2023,1709273,79902,380.22,-,6444621,3628964,2815657,10843.27,6376435,26.75,0.95,2.26,2.95%,7.47%,4.35%,-,CMG,3/31/2023 0:00,28.13,CMG
Q4 2022,1775685,33616,41.33,311.234,6255925,3534164,2721761,10453.72,6866930,33.9,1.09,2.52,5.52%,18.79%,3.52%,0.96%,CMG,12/31/2022 0:00,28.2,CMG
Q3 2022,1838288,98364,468.3,-,5996182,3405804,2590378,10322.31,5999992,30,1.03,2.32,4.40%,14.23%,3.94%,-,CMG,9/30/2022 0:00,32.29,CMG
Q2 2022,1375543,65464,244.78,-,5446220,2965026,2481194,9901.53,5879992,33.89,1.06,2.37,3.06%,10.61%,3.57%,-,CMG,6/30/2022 0:00,29.97,CMG
Q1 2022,1300869,44089,209.82,-,5253316,2867035,2386282,9550.23,3729995,22.09,0.69,1.56,2.10%,7.68%,5.12%,-,CMG,3/31/2022 0:00,32.27,CMG
Q4 2021,1331434,28480,29.19,-,4983477,2660453,2323023,9336.51,3599995,23.52,0.69,1.55,4.48%,14.98%,4.87%,-,CMG,12/31/2021 0:00,28.2,CMG
Q3 2021,1545943,71845,341.69,-,5101363,2756197,2345166,9329.24,3799995,25.19,0.77,1.62,3.84%,11.26%,4.49%,-,CMG,9/30/2021 0:00,27.63,CMG
Q2 2021,1245704,46744,222.17,-,5049690,2691872,2357818,9466.66,3469995,23.76,0.71,1.47,2.08%,7.52%,4.78%,-,CMG,6/30/2021 0:00,17.53,CMG
Q1 2021,1058028,28354,134.93,-,4958111,2664478,2293633,9250.39,3104996,21.55,0.65,1.35,1.92%,7.13%,5.28%,-,CMG,3/31/2021 0:00,16.92,CMG
Q4 2020,1074224,23657,17.19,-,4649385,2396983,2252403,9122.74,2249997,18.1,0.46,1,Upgrade,Upgrade,6.40%,-,CMG,12/31/2020 0:00,17.86,CMG
Q3 2020,,,,,,,,,,,,,,,,,CMG,9/30/2020 0:00,15.83,CMG
Q2 2020,,,,,,,,,,,,,,,,,CMG,6/30/2020 0:00,14.17,CMG
Q1 2020,,,,,,,,,,,,,,,,,CMG,3/31/2020 0:00,10.26,CMG
Q4 2019,,,,,,,,,,,,,,,,,CMG,12/31/2019 0:00,16.38,CMG
Q3 2024,6225966,121750,561,-,7870868,5030247,2840621,12944.14,10174380,25.88,0.48,3.58,3.98%,12.71%,3.86%,-,DGW,9/30/2024 0:00,46.85,DGW
Q2 2024,5008017,89302,410.92,-,7355095,4546856,2808239,12782.12,10222455,27.35,0.5,3.64,4.15%,13.94%,3.66%,-,DGW,6/30/2024 0:00,46.69,DGW
Q1 2024,4984996,92469,426.15,-,6902379,4182983,2719395,12369.22,11040919,30.05,0.56,4.06,2.98%,13.66%,3.33%,-,DGW,3/31/2024 0:00,50.43,DGW
Q4 2023,4848977,89572,412.2,384.615,7459033,4832183,2626850,11946.15,8737917,24.66,0.46,3.33,4.53%,15.86%,4.06%,0.96%,DGW,12/31/2023 0:00,39.9,DGW
Q3 2023,5412765,102415,483.08,-,7003154,4346707,2656447,12416.82,9442562,22.45,0.52,3.55,4.47%,13.78%,4.45%,-,DGW,9/30/2023 0:00,43.44,DGW
Q2 2023,4595807,83016,391.45,-,6559644,4006718,2552926,11933.72,6783940,13.61,0.36,2.66,3.94%,13.30%,7.35%,-,DGW,6/30/2023 0:00,31.21,DGW
Q1 2023,3959927,79389,374.62,-,5916347,3411157,2505190,11668.71,4795066,8.68,0.25,1.91,7.96%,26.68%,11.52%,-,DGW,3/31/2023 0:00,21.53,DGW
Q4 2022,4044050,155754,739.15,769.231,6355421,3932139,2423282,11294.23,6156099,9,0.28,2.54,8.57%,33.53%,11.11%,2.72%,DGW,12/31/2022 0:00,28.32,DGW
Q3 2022,6065221,180306,857.69,-,6609796,4369087,2240709,10559.53,10494450,12.32,0.41,4.68,6.65%,27.01%,8.12%,-,DGW,9/30/2022 0:00,48.32,DGW
Q2 2022,4910164,136885,653.85,-,6136524,4076108,2060415,9709.02,10509664,13.49,0.44,5.1,7.94%,44.67%,7.41%,-,DGW,6/30/2022 0:00,47.94,DGW
Q1 2022,7008700,210838,1030.28,-,6669242,4674240,1995002,9602.98,12552879,16.55,0.55,6.29,17.31%,80.08%,6.04%,-,DGW,3/31/2022 0:00,58.68,DGW
Q4 2021,7873351,323997,2332.98,427.35,6544823,4763538,1781285,8601.1,10952829,16.74,0.52,6.15,6.69%,30.09%,5.97%,0.83%,DGW,12/31/2021 0:00,51.2,DGW
Q3 2021,3825124,107215,526.15,-,3760556,2303449,1457107,7034.81,10493146,24.44,0.61,7.2,8.57%,35.07%,4.09%,-,DGW,9/30/2021 0:00,49.06,DGW
Q2 2021,4217541,116447,556.87,-,3424786,2030735,1394051,6730.18,5708726,14.37,0.34,4.1,9.10%,35.28%,6.96%,-,DGW,6/30/2021 0:00,26.62,DGW
Q1 2021,5006797,106713,534.15,-,3354820,2089341,1265479,6279.72,5069733,15.41,0.33,4.01,8.82%,35.80%,6.49%,-,DGW,3/31/2021 0:00,24.22,DGW
Q4 2020,4017177,98961,491.59,213.675,3068747,1910161,1158586,5749.45,3685124,13.79,0.29,3.18,9.76%,28.79%,7.25%,1.21%,DGW,12/31/2020 0:00,17.6,DGW
Q3 2020,3624274,75074,373.08,-,2321611,1262264,1059347,5257.7,2343515,10.66,0.21,2.21,5.23%,19.25%,9.38%,-,DGW,9/30/2020 0:00,11.19,DGW
Q2 2020,2583471,48179,233.11,-,2230067,1200309,1029759,5100.62,1687069,8.57,0.17,1.64,5.91%,18.91%,11.67%,-,DGW,6/30/2020 0:00,7.68,DGW
Q1 2020,2310715,44958,229.59,-,1909612,939564,970047,4936.65,739865,4.01,0.08,0.76,Upgrade,Upgrade,24.92%,-,DGW,3/31/2020 0:00,3.55,DGW
Q4 2019,,,,,,,,,,,,,,,,,DGW,12/31/2019 0:00,4.61,DGW
Q3 2024,411711,98277,726,-,6041711,1948224,4093487,28846.23,8129952,23.3,5.54,1.99,1.25%,7.13%,4.73%,-,PHR,9/30/2024 0:00,56.94,PHR
Q2 2024,271949,64626,477,-,5994555,2005828,3988727,28116.66,8211251,22.08,5.44,2.06,1.79%,8.13%,4.97%,-,PHR,6/30/2024 0:00,57.51,PHR
Q1 2024,323362,73077,539.32,-,5989733,2089876,3899857,27502.89,8658399,20.18,6.42,2.22,1.65%,16.59%,5.37%,-,PHR,3/31/2024 0:00,60.64,PHR
Q4 2023,461072,148844,834.17,3000,6160532,2346295,3814238,26908.88,6734310,11.53,4.98,1.77,4.68%,16.01%,9.20%,6.36%,PHR,12/31/2023 0:00,47.17,PHR
Q3 2023,452920,121270,895,-,6049491,2340016,3709475,26011.68,6422662,7.21,4.38,1.73,0.93%,14.21%,13.89%,-,PHR,9/30/2023 0:00,44.98,PHR
Q2 2023,110764,121639,898,-,5988567,2484183,3504384,24668.49,6287163,7.05,4.09,1.79,0.70%,26.29%,14.20%,-,PHR,6/30/2023 0:00,42.36,PHR
Q1 2023,326269,227958,1682.36,-,6219830,2552152,3667679,25914.48,5440293,6.63,3.26,1.48,3.21%,49.44%,15.12%,-,PHR,3/31/2023 0:00,36.66,PHR
Q4 2022,576706,421308,2826.15,1950,6333299,2894080,3439219,24269.46,5338668,6.01,3.12,1.55,5.06%,16.03%,16.66%,16.54%,PHR,12/31/2022 0:00,35.97,PHR
Q3 2022,522704,121585,897,-,5988231,2398762,3589469,25403.87,7466006,12.48,4.15,2.08,0.65%,6.55%,8.58%,-,PHR,9/30/2022 0:00,46,PHR
Q2 2022,243621,51455,380,4000,6024149,2602805,3421344,24303.06,8807448,14.17,4.9,2.57,1.18%,36.80%,7.54%,7.04%,PHR,6/30/2022 0:00,54.26,PHR
Q1 2022,365548,295089,2177.79,-,6137362,2744977,3392385,24208.14,10948335,16.94,5.39,3.23,5.05%,21.66%,6.29%,-,PHR,3/31/2022 0:00,67.45,PHR
Q4 2021,665961,172433,877.46,-,6027084,2917914,3109171,22056.75,9661093,22.2,4.97,3.11,6.92%,21.31%,4.94%,-,PHR,12/31/2021 0:00,59.52,PHR
Q3 2021,521687,145008,1071,-,6074260,2791347,3282913,23155.04,7113708,11.69,3.51,2.17,1.78%,10.10%,9.64%,-,PHR,9/30/2021 0:00,41.09,PHR
Q2 2021,477692,76301,563.11,2500,6084317,2963578,3120739,22146.77,7669255,12.2,4.05,2.46,1.44%,10.67%,9.20%,14.02%,PHR,6/30/2021 0:00,44.3,PHR
Q1 2021,280094,83770,618.23,-,5989558,2672169,3317389,23630.87,7913153,8.97,4.68,2.39,5.45%,48.61%,12.12%,-,PHR,3/31/2021 0:00,45.7,PHR
Q4 2020,745359,380875,2020.83,4000,6538925,3227634,3311291,23620.1,8536449,8.5,5.23,2.58,1.39%,21.35%,12.67%,12.59%,PHR,12/31/2020 0:00,49.3,PHR
Q3 2020,390840,164978,1218,-,6107827,2837084,3270742,23273.77,7899603,17.36,5.78,2.42,2.98%,46.89%,6.84%,-,PHR,9/30/2020 0:00,43.87,PHR
Q2 2020,274522,329726,2433,2500,5964052,2870148,3093903,22089.78,6734310,9.16,4.3,2.18,1.53%,31.45%,12.18%,14.05%,PHR,6/30/2020 0:00,37.4,PHR
Q1 2020,220927,206338,1522.8,-,5595427,2821944,2773483,19824.28,4471474,9.63,2.85,1.61,Upgrade,Upgrade,12.33%,-,PHR,3/31/2020 0:00,24.83,PHR
Q4 2019,,,,,,,,,,,,,,,,,PHR,12/31/2019 0:00,28.74,PHR
Q3 2024,2335257,124087,535,-,7465707,2299022,5166686,19393.36,8576600,26.37,1.05,1.66,6.28%,13.27%,3.86%,-,BHN,9/30/2024 0:00,37,BHN
Q2 2024,2305566,153945,664.13,-,7275168,2187474,5087694,19101.86,8947480,30.69,1.1,1.76,-2.04%,-1.58%,3.32%,-,BHN,6/30/2024 0:00,37.13,BHN
Q1 2024,1308100,-5236,-23,-,6552672,1267535,5285137,19969.48,8970660,-,1.14,1.7,0.43%,4.66%,3.56%,-,BHN,3/31/2024 0:00,37.23,BHN
Q4 2023,2243472,57921,226,1500,7149981,1842472,5307509,19995.46,9272000,28.05,1.2,1.75,2.49%,7.77%,3.63%,3.90%,BHN,12/31/2023 0:00,38.48,BHN
Q3 2023,2259872,90402,390,-,7559762,2017336,5542426,21075.62,9642880,36.14,1.21,1.74,5.91%,14.02%,3.21%,-,BHN,9/30/2023 0:00,38.88,BHN
Q2 2023,2078349,176325,760.68,-,7282158,1833900,5448258,20717.25,10187610,26.72,1.25,1.87,-1.60%,-0.27%,4.17%,-,BHN,6/30/2023 0:00,41.07,BHN
Q1 2023,1172660,11477,49,-,6581794,1280753,5301042,20040.57,10013760,25.82,1.22,1.89,0.39%,2.34%,4.30%,-,BHN,3/31/2023 0:00,40.37,BHN
Q4 2022,2472476,31655,-49,1200,7255423,1928325,5327098,20043.71,10662800,-,1.27,2,8.25%,18.21%,4.36%,2.79%,BHN,12/31/2022 0:00,42.99,BHN
Q3 2022,2440225,204859,883.77,-,7200229,1894985,5305244,19981.97,11821800,29.9,1.5,2.23,7.74%,16.53%,3.37%,-,BHN,9/30/2022 0:00,47.66,BHN
Q2 2022,2134771,182807,788,-,6887144,1829800,5057344,19046.23,12215860,38.42,1.71,2.42,0.91%,2.81%,2.63%,-,BHN,6/30/2022 0:00,49.25,BHN
Q1 2022,1354297,45390,195.81,-,6334140,1464811,4869329,18288.23,13676200,48.52,1.97,2.81,-1.93%,-3.39%,2.09%,-,BHN,3/31/2022 0:00,55.14,BHN
Q4 2021,1943553,-34291,-162.79,2380,7087730,2252851,4834878,18091.75,14023900,-,2.02,2.9,4.44%,10.27%,2.17%,4.38%,BHN,12/31/2021 0:00,54.39,BHN
Q3 2021,1695640,127455,549.85,-,7148820,1743286,5405534,20515.65,14371600,31.71,2.1,2.66,6.43%,14.00%,3.69%,-,BHN,9/30/2021 0:00,55.74,BHN
Q2 2021,1935945,146743,633,-,7173404,1904285,5269119,19968.21,15206080,24.16,1.93,2.89,0.58%,3.59%,4.71%,-,BHN,6/30/2021 0:00,58.98,BHN
Q1 2021,1375401,64546,278.45,-,6557831,1439336,5118495,19397.54,16457800,23.27,2.04,3.22,-2.66%,12.16%,4.82%,-,BHN,3/31/2021 0:00,63.83,BHN
Q4 2020,1840442,192012,493.79,2380,7684083,1948545,5735538,21990.36,17894960,31.4,2.4,3.12,11.27%,24.99%,3.67%,3.56%,BHN,12/31/2020 0:00,66.9,BHN
Q3 2020,2720238,312491,1309.72,-,7739151,2121540,5617611,21419.09,17222740,40.38,2.08,3.07,8.42%,19.07%,3.02%,-,BHN,9/30/2020 0:00,64.39,BHN
Q2 2020,2118647,224552,968.73,-,7687502,2398555,5288947,20119.04,12053600,44.37,1.46,2.28,-4.14%,-7.79%,2.96%,-,BHN,6/30/2020 0:00,45.06,BHN
Q1 2020,773265,-72706,-314,-,6827938,1744774,5083165,19234.47,10419410,-,1.22,2.05,Upgrade,Upgrade,3.54%,-,BHN,3/31/2020 0:00,38.95,BHN
Q4 2019,,,,,,,,,,,,,,,,,BHN,12/31/2019 0:00,65.52,BHN
Q3 2024,4665852,104895,1205,-,20932928,12413221,8519707,85251.51,7294891,26.94,0.4,0.86,-,3.31%,3.71%,-,CTD,9/30/2024 0:00,62.86,CTD
Q2 2024,5659931,69082,793.87,-,21651893,13244461,8407432,84732.81,6724824,35.78,0.41,0.8,-,3.22%,2.79%,-,CTD,6/30/2024 0:00,69.06,CTD
Q1 2024,4123956,66630,669.09,-,-,-,8271711,80967.58,4742669,37.48,0.31,0.57,-,-,2.67%,-,CTD,3/31/2024 0:00,71.92,CTD
Q4 2023,3614680,30136,295.01,-,21375030,13103319,8271711,80967.58,5127142,75.88,0.32,0.62,-,-,1.32%,-,CTD,12/31/2023 0:00,67.78,CTD
Q3 2023,3129647,22091,224.25,-,-,-,-,-,3227659,237.77,0.2,-,-,-,0.42%,-,CTD,9/30/2023 0:00,47.09,CTD
Q2 2023,4671900,7672,77.9,-,-,-,-,-,2416020,116.65,0.17,-,-,-,0.86%,-,CTD,6/30/2023 0:00,50.91,CTD
Q1 2023,4671900,7672,77.9,-,-,-,-,-,4261692,-84.43,0.33,-,-2.27%,-1.16%,-1.18%,-,CTD,3/31/2023 0:00,32.29,CTD
Q2 2022,3280633,-23860,-242.28,-,16555578,8356969,8198610,83246.75,3973640,-,0.43,0.48,-0.36%,1.42%,-1.76%,-,CTD,6/30/2022 0:00,39.75,CTD
Q1 2022,1912515,29229,296.8,-,15307993,7031161,8276833,83489.03,7134825,-5755.33,0.85,0.86,-0.24%,-3.07%,-0.02%,-,CTD,3/31/2022 0:00,71.38,CTD
Q4 2021,2888439,-63518,-641.95,-,15049496,6801935,8247561,83192.23,8087612,-,0.89,0.98,-1.38%,-0.57%,0.30%,-,CTD,12/31/2021 0:00,80.91,CTD
Q3 2021,1070494,-11826,-130.5,-,13011374,4700327,8311046,83837.23,5029830,-,0.48,0.61,0.24%,2.15%,1.05%,-,CTD,9/30/2021 0:00,50.32,CTD
Q2 2021,2550412,44876,465.02,-,13629928,5284256,8345672,83713.5,4806154,31.04,0.4,0.58,0.00%,2.60%,3.19%,-,CTD,6/30/2021 0:00,47.1,CTD
Q1 2021,2568571,54476,548.51,-,13081772,4706705,8375067,84010.41,5415280,20.61,0.4,0.65,-2.17%,-1.65%,4.90%,-,CTD,3/31/2021 0:00,53.07,CTD
Q4 2020,4257319,-34898,-325.86,750,14157414,5758744,8398669,83075.96,5927933,-,0.41,0.71,1.12%,4.19%,5.64%,1.33%,CTD,12/31/2020 0:00,56.56,CTD
Q3 2020,2775502,88652,828,-,14056018,5546133,8509885,83124.22,5279446,9.23,0.3,0.62,2.89%,7.39%,11.41%,-,CTD,9/30/2020 0:00,50.38,CTD
Q2 2020,3971458,157213,1502.07,-,14997088,6575885,8421203,82252.72,5309963,8.19,0.25,0.63,1.37%,5.79%,12.78%,-,CTD,6/30/2020 0:00,48.76,CTD
Q1 2020,3553807,123408,1134.73,-,14868619,6275636,8592983,83942.05,3429351,5.61,0.15,0.4,Upgrade,Upgrade,18.82%,-,CTD,3/31/2020 0:00,31.49,CTD
Q4 2022,,,,,,,,,,,,,,,,,CTD,12/31/2022 0:00,24.31,CTD
Q3 2022,,,,,,,,,,,,,,,,,CTD,9/30/2022 0:00,42.63,CTD
Q4 2019,,,,,,,,,,,,,,,,,CTD,12/31/2019 0:00,35.94,CTD
Q3 2024,544739,72409,436,-,2581664,431591,2150073,13960.7,7700448,31.15,3.56,3.58,8.62%,12.48%,3.54%,-,IMP,9/30/2024 0:00,50,IMP
Q2 2024,517221,65923,393.92,-,2504992,427328,2077664,13490.43,5271350,21.56,2.53,2.54,8.46%,11.71%,5.12%,-,IMP,6/30/2024 0:00,33.81,IMP
Q1 2024,491101,61920,370.7,-,2473346,326847,2146499,13937.38,4809319,18.61,2.4,2.24,9.86%,14.13%,5.90%,-,IMP,3/31/2024 0:00,30.84,IMP
Q4 2023,608153,72349,339.14,454.546,2392615,308036,2084579,13535.33,3962167,14.56,1.99,1.9,8.73%,14.10%,7.56%,1.79%,IMP,12/31/2023 0:00,25.41,IMP
Q3 2023,466920,69705,420,-,2486759,474529,2012230,13065.46,4533667,17.25,2.33,2.25,9.89%,16.28%,6.52%,-,IMP,9/30/2023 0:00,28.66,IMP
Q2 2023,439691,79675,483.87,-,2522728,580203,1942525,12612.87,4066966,16.34,2.15,2.09,10.84%,16.10%,6.93%,-,IMP,6/30/2023 0:00,25.71,IMP
Q1 2023,479272,77826,467.86,-,2366362,394089,1972273,12806.03,3136897,14.76,1.73,1.59,10.62%,14.74%,7.93%,-,IMP,3/31/2023 0:00,19.83,IMP
Q4 2022,557160,68537,378.89,432.901,2276944,382497,1894447,12300.7,4013628,21.83,2.44,2.12,8.95%,12.41%,5.57%,1.71%,IMP,12/31/2022 0:00,25.37,IMP
Q3 2022,417850,55790,323.18,-,2189034,363125,1825910,11855.68,4133637,21.39,2.79,2.26,6.50%,10.31%,5.36%,-,IMP,9/30/2022 0:00,26.13,IMP
Q2 2022,354452,46612,235.12,-,2097231,327111,1770120,11493.44,3966958,23.5,3,2.24,7.80%,11.56%,4.97%,-,IMP,6/30/2022 0:00,25.08,IMP
Q1 2022,314245,52601,297.58,-,2164190,317179,1847011,11992.7,5000368,28.39,3.89,2.71,8.96%,15.13%,4.00%,-,IMP,3/31/2022 0:00,30.9,IMP
Q4 2021,396517,66596,368.44,649.351,2294700,500290,1794410,11651.16,5187048,29.89,4.1,2.89,4.15%,7.32%,3.65%,2.03%,IMP,12/31/2021 0:00,32.06,IMP
Q3 2021,256219,31319,178.79,-,2152588,424774,1727814,11218.75,4867025,28.08,3.59,2.82,6.96%,11.38%,3.96%,-,IMP,9/30/2021 0:00,30.08,IMP
Q2 2021,317424,49325,296.15,-,2228839,532344,1696495,11015.39,5320391,27.58,3.83,3.14,6.61%,9.56%,3.99%,-,IMP,6/30/2021 0:00,32.88,IMP
Q1 2021,296437,41855,263.81,-,2184511,412170,1772342,11507.87,4900360,26.6,3.6,2.76,11.20%,16.74%,4.29%,-,IMP,3/31/2021 0:00,29.71,IMP
Q4 2020,487015,70378,351.22,649.351,2096455,365969,1730486,11236.1,3753609,20.89,2.74,2.17,6.91%,12.65%,5.59%,2.85%,IMP,12/31/2020 0:00,22.76,IMP
